fw_ID,model,richness,connectance,complexity,max_trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence,S_initial,connectance_initial,prop_basal_initial,mx_tl_initial,mean_FCL_initial,closed_loops_initial,isolated_initial,illogical_initial
atn_2,ATN,15,0.12,0.9182790912643064,5.416666666666667,0.9437439045203015,0.7027283689263064,0.13333333333333333,5.109589041095891,2.0,2.8672171202291685,0.413015873015873,0.9488451707837576,15,0.12,0.13333333333333333,5.416666666666667,5.109589041095891,0,0,2
adbm_2,ADBM,15,0.16444444444444445,0.8462755077485177,5.116666666666667,1.1656139812350172,1.0820459015150397,0.3333333333333333,5.012987012987013,2.0,3.2324487739334904,0.49708994708994714,0.9727607635417967,15,0.16444444444444445,0.3333333333333333,5.116666666666667,5.012987012987013,0,3,4
niche_2,Niche,15,0.08888888888888889,0.9078919912697336,2.5,1.191487665543734,1.2886870394763368,0.5333333333333333,1.05,2.0,2.5294117647058827,0.0,0.30348848933344197,15,0.08888888888888889,0.5333333333333333,2.5,1.05,0,2,
cascade_2,Cascade,15,0.06666666666666667,0.9608935188546337,3.25,1.1952286093343936,0.9258200997725514,0.4,1.5384615384615385,3.0,1.9411764705882355,0.05555555555555555,0.5824823725107175,15,0.06666666666666667,0.4,3.25,1.5384615384615385,0,2,
random_2,Random,15,0.08444444444444445,0.9664922833725675,5.7142857142857135,0.7588027142552012,0.6976698171225291,0.2,3.7777777777777777,4.0,1.364591754244139,0.0,1.324897729430174,15,0.08444444444444445,0.2,5.7142857142857135,3.7777777777777777,2,1,
maxent_2,MaxEnt,15,0.10666666666666667,0.9256852212322235,2.4999999999999973,1.1029586833344471,1.1029586833344471,0.3333333333333333,2.272727272727273,2.0,1.4590163934426228,0.2333333333333333,1.0839212059497343,15,0.10666666666666667,0.3333333333333333,2.4999999999999973,2.272727272727273,3,1,
ltm_3,LTM,15,0.25333333333333335,0.8877619470866318,5.312371838687628,0.7907258240682651,0.5466015449225817,0.0,NaN,4.0,2.5177195068193057,0.6496296296296296,1.342130539264783,15,0.25333333333333335,0.0,5.312371838687628,NaN,157,0,0
ltm_laura_3,LTM_Laura,15,0.12,0.9279348501482867,15.0,0.9668217354184799,0.8186537751255635,0.2,3.4482758620689653,2.0,3.0824742268041234,0.6388888888888888,4.1912774772168975,15,0.12,0.2,15.0,3.4482758620689653,4,0,3
atn_3,ATN,15,0.12,0.9061513489305676,3.322916666666667,1.0748036201415998,0.6369016713567898,0.13333333333333333,2.9411764705882355,2.0,2.5573122529644268,0.5866666666666666,0.5869820639304648,15,0.12,0.13333333333333333,3.322916666666667,2.9411764705882355,0,0,2
adbm_3,ADBM,15,0.16,0.8741068047436428,4.0,1.2871464686452867,0.8597018678514673,0.2,3.8125,3.0,1.979876160990713,0.5082539682539682,1.1080147332188244,15,0.16,0.2,4.0,3.8125,0,0,3
niche_3,Niche,15,0.2,0.8657919525078561,4.276620370370369,1.0910894511799618,0.6784669927988098,0.2,3.9214285714285713,2.0,3.1994909707914196,0.47071188071188075,0.8582078723870646,15,0.2,0.2,4.276620370370369,3.9214285714285713,0,1,
